SL,Age,gender,PS/SD,Crime_Location,Crime_date,Crime_time,Allegation,Temperature,Rain,GDP per capita (USD),GNI per capita (USD)
1010,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1011,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1012,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1013,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1014,65,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1015,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1016,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1017,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1018,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1019,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1020,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1021,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1022,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1023,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1024,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1025,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1026,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1027,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1028,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1029,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1030,36,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1031,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1032,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1033,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1034,36,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1035,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1036,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1037,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1038,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1039,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1040,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1041,39,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1042,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1043,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1044,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1045,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1046,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1047,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1048,65,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1049,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1050,56,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1051,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1052,75,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1053,36,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1054,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1055,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1056,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1057,48,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1058,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1059,48,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1060,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1061,53,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1062,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1063,57,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1064,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1065,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1066,57,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1067,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1068,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1069,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1070,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1071,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1072,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1073,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1074,53,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1075,70,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1076,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1077,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1078,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1079,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1080,43,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1081,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1082,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1083,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1084,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1085,65,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1086,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1087,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1088,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1089,43,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1090,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1091,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1092,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1093,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1094,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1095,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1096,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1097,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1098,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1099,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1100,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1101,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1102,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1103,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1104,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1105,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1106,48,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1107,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1108,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1109,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1110,53,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1111,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1112,52,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1113,32,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1114,28,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1115,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1116,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1117,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1118,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1119,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1120,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1121,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1122,75,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1123,29,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1124,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1125,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1126,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1127,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1128,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1129,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1130,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1131,42,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1132,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1133,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1134,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1135,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1136,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1137,32,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1138,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1139,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1140,50,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1141,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1142,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1143,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1144,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1145,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1146,55,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1147,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1148,43,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1149,60,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1150,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1151,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1152,27,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1153,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1154,51,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1155,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1156,45,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1157,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1158,40,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1159,30,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1160,48,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1161,38,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1162,58,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1163,25,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1164,35,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1165,49,male,matuail,matuail,8/19/2024,3:30:00 PM,illegal arms,29,1,"2,675","2,784"
1166,77,female,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1167,73,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1168,72,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1169,52,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1170,63,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1171,33,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1172,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1173,54,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1174,72,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1175,60,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1176,64,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1177,47,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1178,52,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1179,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1180,47,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1181,44,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1182,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1183,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1184,48,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1185,46,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1186,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1187,60,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1188,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1189,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1190,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1191,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1192,52,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1193,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1194,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1195,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1196,32,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1197,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1198,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1199,60,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1200,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1201,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1202,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1203,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1204,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1205,65,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1206,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1207,46,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1208,65,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1209,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1210,37,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1211,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1212,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1213,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1214,42,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1215,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1216,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1217,28,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1218,26,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1219,47,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1220,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1221,36,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1222,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1223,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1224,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1225,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1226,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1227,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1228,28,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1229,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1230,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1231,33,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1232,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1233,65,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1234,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1235,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1236,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1237,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1238,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1239,42,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1240,42,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1241,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1242,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1243,65,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1244,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1245,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1246,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1247,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1248,42,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1249,42,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1250,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1251,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1252,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1253,60,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1254,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1255,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1256,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1257,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1258,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1259,36,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1260,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1261,45,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1262,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1263,36,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1264,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1265,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1266,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1267,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1268,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1269,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1270,39,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1271,60,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1272,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1273,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1274,58,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1275,60,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1276,35,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1277,65,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1278,55,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1279,56,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1280,50,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1281,75,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1282,36,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1283,52,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1284,38,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1285,40,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
1286,48,male,matuail,matuail,8/19/2024,3:30:00 PM,attack ,29,1,"2,675","2,784"
